occ1,hisco,lang,code1,code2,code3,code4,code5
Female assistant housekeeper in London (Parts Of Middlesex,55100,en,694.0,,,,
Female engaged in the in London,99999,en,1918.0,,,,
Male sheppard on farm in Lincolnshire,62120,en,778.0,,,,
Male clerk to bank in London (Parts Of Middlesex,39100,en,585.0,,,,
Male leather cutter in Northamptonshire,76200,en,1097.0,,,,
Male taxidermist in Cheshire,85990,en,1465.0,,,,
Female of mason laborer wife in Oxfordshire,55990,en,,,,,
Female woolen condenser minder in Yorkshire West Riding,75190,en,1019.0,,,,
Male master carpenter employing in Sussex,81210,en,1272.0,,,,
Male cotton stricher in Lancashire,75190,en,1019.0,,,,
Male omnibus cleaner in London (Parts Of Middlesex,99900,en,1914.0,,,,
Male agricultural labourer in Shropshire,62100,en,775.0,,,,
Male retired rural postman in Durham,38110,en,,,,,
Male beershop keeper in Lancashire,53200,en,676.0,,,,
Female tile runner in Cumberland,95990,en,1796.0,,,,
Male table maker out of work in London (Parts Of Middlesex,81300,en,,,,,
Male labourer boatman on the coal in Somerset,98320,en,1884.0,,,,
Female house wife in Lincolnshire,54010,en,684.0,,,,
Male copper manufacturer clerk in Lancashire,32010,en,,,,,
Unknown shop man in Yorkshire West Riding,45110,en,,,,,
Female agricultural labourer in Northumberland,62100,en,775.0,,,,
Male apprentice carpenter in Hampshire,99600,en,,,,,
Female domestic servant in London (Parts Of Middlesex,55900,en,,,,,
Male ironmonger and smith employing man and boys in London,41190,en,,,,,
Male marine in Kent,1210,en,10.0,,,,
Female collier in Leicestershire,71110,en,853.0,,,,
Female police constable wife in Glamorganshire,55990,en,,,,,
Female farmer of acres in Somerset,61110,en,764.0,,,,
Male farmer acres man boys in Cambridgeshire,61110,en,764.0,,,,
Female annuitant w of clergyman of church of england in London (Parts Of Middlesex,99999,en,1918.0,,,,
Male paper making in London,79990,en,1238.0,,,,
Male currier foreman in Gloucestershire,81290,en,1282.0,,,,
Male farm ac in Cheshire,61110,en,764.0,,,,
Male apprentice plasterer in Merionethshire,93210,en,,,,,
Male retired major in the army in Kent (Extra London),99800,en,,,,,
Female late servant domestic in Worcestershire,95110,en,,,,,
Male laundry service in Cheshire,95990,en,1796.0,,,,
Male farm servant in Derbyshire,62100,en,775.0,,,,
Male domestic servant in Durham,55900,en,,,,,
Female porter in Gloucestershire,98200,en,1879.0,,,,
Male solicitor generals clerk in Lancashire,32010,en,,,,,
Female manufacturer wife in Leicestershire,99999,en,1918.0,,,,
Male apprentice whitesmiths in Hampshire,99600,en,,,,,
Female general servant agricultural labourer in Cumberland,55900,en,,,,,
Male coal labourer in Middlesex,71110,en,853.0,,,,
Male telegraph instrument maker in London,85990,en,1465.0,,,,
Male dressmaker in London (Parts Of Middlesex,79200,en,1198.0,,,,
Male labourer in farm in Hampshire,62110,en,777.0,,,,
Female worker crotchet smith in Yorkshire West Riding,83120,en,1307.0,,,,
Male labourer in maltster house in Somerset,77310,en,1118.0,,,,
Female military leather stitches in London,81290,en,1282.0,,,,
Female lodging and boardinghouse keeper in Derbyshire,53400,en,,,,,
Male market toll collector in Cornwall,39200,en,592.0,,,,
Female domestic servant in London,95110,en,,,,,
Male farm servant in Gloucestershire,62110,en,777.0,,,,
Male sweep in Norfolk,55700,en,,,,,
Male boy landed proprietor farmer acres emp men in Wiltshire,61110,en,764.0,,,,
Female owner of in Northumberland,21020,en,,,,,
Male farmer of acres employing men and boys in Lincolnshire,61110,en,764.0,,,,
Male farm servant in Devon,62110,en,777.0,,,,
Male farmer acres employing men boys in Norfolk,61110,en,764.0,,,,
Female servant couchman in Cheshire,95110,en,,,,,
Male trummer in Surrey,99999,en,1918.0,,,,
Male retired dr coll army pay department drawing pension in London,32010,en,,,,,
Male apprentice drapers assistants in Lancashire,45130,en,650.0,,,,
Female machinist shoes in Northamptonshire,80100,en,1240.0,,,,
Female nurse in Shropshire,5400,en,184.0,,,,
Female tailor publican wife in Huntingdonshire,55990,en,,,,,
Unknown electrician in Monmouthshire,85220,en,1427.0,,,,
Male servant to the chorley commissioner and agent in Lancashire,32090,en,,,,,
Male vicar of weston in Hampshire,14100,en,326.0,,,,
Male clerk in bank in Pembrokeshire,39100,en,585.0,,,,
Male alderman paper maker in Lancashire,92110,en,1623.0,,,,
Male journeyman carpenter and provision dealer in Warwickshire,81210,en,1272.0,,,,
Male glass seller in Suffolk,45190,en,653.0,,,,
"Male boy machinist messenger in London (Parts Of Middlesex,",84190,en,1378.0,,,,
Male driller dock yard in Lancashire,84190,en,1378.0,,,,
Female housekeeper to earl wilton in Lancashire,55100,en,694.0,,,,
Female collier in Anglesey,71110,en,853.0,,,,
Male boy boy newspaper errand in London (Parts Of Middlesex,99999,en,1918.0,,,,
Female manufacturer wife in Leicestershire,99999,en,1918.0,,,,
Female maltster makers wife in Berkshire,77310,en,1118.0,,,,
Male laborer at hoyes in Staffordshire,96210,en,,,,,
Female farmer of acres men in Shropshire,61110,en,764.0,,,,
Male formerly farmer servant in Cornwall,62110,en,777.0,,,,
Male boot and shoe maker in Kent,81160,en,,,,,
Male custom house agents clerk in Kent,32010,en,,,,,
Male teacher in Cumberland,13110,en,,,,,
Female apprentice dressmaker employing in Staffordshire,79410,en,,,,,
Male retired platelayer in Berkshire,98290,en,1882.0,,,,
Male pauper previously farmer in Yorkshire West Riding,61110,en,764.0,,,,
Male theatre bill inspector in Surrey,17390,en,390.0,,,,
Male book keeper in sack manufacturing in Yorkshire West Riding,32010,en,,,,,
Male attending hammer forge in Glamorganshire,83190,en,1310.0,,,,
Male book sellers son in Worcestershire,99999,en,1918.0,,,,
Male orphan in Huntingdonshire,99999,en,1918.0,,,,
Male servant in Devon,55900,en,,,,,
Male master shoe maker in Staffordshire,81160,en,,,,,
Female mid wife in Northamptonshire,7220,en,,,,,
Male plumber in Glamorganshire,87100,en,1477.0,,,,
Male pork butcher shop in Northumberland,78210,en,,,,,
Female master school in Hampshire,13110,en,,,,,
Male retired grocer in Northamptonshire,99800,en,,,,,
Male master builder employs men in Buckinghamshire,82300,en,,,,,
Female army teacher in Hampshire,13110,en,,,,,
Female works of the farm in Worcestershire,62110,en,777.0,,,,
Male unable to pursue any occupation in London,99999,en,1918.0,,,,
Male carpenter in Hertfordshire,81210,en,1272.0,,,,
Female rover and doffer cotton in Lancashire,75190,en,1019.0,,,,
Male stopg royal navy in Kent,1210,en,10.0,,,,
Male boy farmer acres labourer in Devon,61110,en,764.0,,,,
Male butcher and labourer in Yorkshire North Riding,78210,en,,,,,
Male gas hot water fitter maker in London,87190,en,1483.0,,,,
Male steel spin maker in Staffordshire,83190,en,1310.0,,,,
Female of dentist wife in London (Parts Of Middlesex,55990,en,,,,,
Male licensed victualler in Carnarvonshire,53200,en,676.0,,,,
Male farm holder in Pembrokeshire,61190,en,,,,,
Female licensed victualler in London,57110,en,,,,,
Female sawyer wife in Dorset,99999,en,1918.0,,,,
Female dressmaker in Norfolk,79410,en,,,,,
Male retired servant in Dorset,99999,en,1918.0,,,,
Male master plumber glazieremploying one in Suffolk,87110,en,1479.0,,,,
Male pauper agricultural labourer in Yorkshire North Riding,62110,en,777.0,,,,
Male packer in in Staffordshire,99999,en,1918.0,,,,
Female layer at tobacconists in Cheshire,45190,en,653.0,,,,
Female tobacconist employs man in London,45190,en,653.0,,,,
Male horsedealer in Cambridgeshire,41200,en,,,,,
Male retired licensed victualler in Hampshire,99800,en,,,,,
Female nursing in Yorkshire West Riding,7210,en,226.0,,,,
Male laborer at colliery miner in Lancashire,71100,en,851.0,,,,
Male retired surveyor of taxes in London (Parts Of Middlesex,99800,en,,,,,
Female in receipt of parish ret in Surrey,99999,en,1918.0,,,,
Male curate of st peter in Suffolk,14110,en,,,,,
Female stationer fancy dealer in London (Parts Of Middlesex,41160,en,,,,,
Male apprentice ropers in Cornwall,79520,en,1222.0,,,,
Female factory furrier in London,81390,en,,,,,
Male retired watch maker in Northamptonshire,99800,en,,,,,
Female hand fancy glove in Leicestershire,81290,en,1282.0,,,,
Male buyer in Middlesex,99999,en,1918.0,,,,
Male cattle dealer in Middlesex (Extra London),41200,en,,,,,
Male laborer in matting works in Somerset,89400,en,1570.0,,,,
Female formerly a quilter in Lancashire,79300,en,1205.0,,,,
Male brick maker son in Middlesex,99999,en,1918.0,,,,
Unknown butcher in Herefordshire,78210,en,,,,,
Female flour dealer shop keeper in Derbyshire,45110,en,,,,,
Male clagg and patten maker in Lancashire,81160,en,,,,,
Female servant in Cumberland,95110,en,,,,,
Male labourer brick layer in London (Parts Of Middlesex,82200,en,,,,,
Male hawker son in Norfolk,43200,en,631.0,,,,
Male highway surveyor in Lancashire,2130,en,32.0,,,,
Male retired clerk in Nottinghamshire,32010,en,,,,,
Male farmer with acres in Merionethshire,61110,en,764.0,,,,
Male police inspector supernumerary in London (Parts Of Middlesex,58100,en,726.0,,,,
Male carter in Shropshire,98520,en,1896.0,,,,
Male farm bailiff in Cheshire,62010,en,,,,,
Male commercial traveller for father in Devon,43100,en,628.0,,,,
Male farmer of acres carpenter in Nottinghamshire,61110,en,764.0,,,,
Male retired surveyor of in London,2130,en,32.0,,,,
Male music organist in Warwickshire,17210,en,,,,,
Female blacksmith wife in Yorkshire North Riding,83120,en,1307.0,,,,
Male apprentice draper in Carmarthenshire,45130,en,650.0,,,,
Female operative cotton out of work in Lancashire,75300,en,1026.0,,,,
Male signalman in Somerset,98290,en,1882.0,,,,
Male labourer porter in Kent (Extra London),99900,en,1914.0,,,,
Female assistance draper in Lancashire,45130,en,650.0,,,,
Female iron manufacture daughter in Lancashire,73200,en,945.0,,,,
Male bailiff foreman on a farm in Lincolnshire,61310,en,,,,,
Female mender hosiery in Leicestershire,79990,en,1238.0,,,,
Male hussars in Surrey,1210,en,10.0,,,,
Female resident in Essex,21020,en,,,,,
Male railway servant in Staffordshire,98290,en,1882.0,,,,
Female wool combing machine in Yorkshire West Riding,75190,en,1019.0,,,,
Male pigman in Durham,62220,en,781.0,,,,
Female rare road time keepers wife in Leicestershire,99999,en,1918.0,,,,
Male quarreyman in Northumberland,95210,en,1737.0,,,,
Male retired corn factor in Norfolk,45190,en,653.0,,,,
Male gentlemans domestic servant in Kent (Extra London),55900,en,,,,,
Male coachmaker body maker g w ry carrier works in Wiltshire,84230,en,1383.0,,,,
Female assistant hat in London (Parts Of Middlesex,79200,en,1198.0,,,,
Male ivory turner in Surrey,85990,en,1465.0,,,,
Female domestic servant wife in Hampshire,95110,en,,,,,
Female box fillers wax match in London,79990,en,1238.0,,,,
Female building in London,99999,en,1918.0,,,,
Male retired in Essex,99999,en,1918.0,,,,
Male suet dealer grocer in Essex,45120,en,648.0,,,,
Female hampshire in Essex,99999,en,1918.0,,,,
Male pauper formerly groom in Lincolnshire,99999,en,1918.0,,,,
Male boy farmer of acres employing men in Devon,61110,en,764.0,,,,
Male labourer bi co in Durham,96210,en,,,,,
Male wool in Yorkshire West Riding,75190,en,1019.0,,,,
Male coachman in Middlesex,98540,en,1898.0,,,,
Male unemployed harness maker in Lancashire,76300,en,,,,,
Male barrister at law in in Hertfordshire,12110,en,271.0,,,,
Male joiner pattern maker engine in Durham,81100,en,1266.0,,,,
Male apprentice iron moulder in Northumberland,83110,en,1306.0,,,,
Female cotton brokers daughter in Middlesex (Extra London),41200,en,,,,,
Male local board navvy with horses on farm in Worcestershire,96210,en,,,,,
Female assistant machine maker in London,84190,en,1378.0,,,,
Male master grocer and thatcher in Wiltshire,45120,en,648.0,,,,
Male appentice surgical instrument maker in London,84190,en,1378.0,,,,
Male formerly woollen weaver in Somerset,75120,en,1011.0,,,,
Male boy farm of acres employing in Northamptonshire,61110,en,764.0,,,,
Male meat salesman in London,45190,en,653.0,,,,
Female iron miner in Brecknockshire,71190,en,861.0,,,,
Male wheelwright smith employg men in London,84250,en,1387.0,,,,
Male pensioner naval in Cardiganshire,99800,en,,,,,
"Male inspector of goods dept rly in London (Parts Of Middlesex,",24210,en,,,,,
Female servant in Oxfordshire,55900,en,,,,,
Male agl labourer receiving out door relief in Nottinghamshire,62110,en,777.0,,,,
Male sunday scholar in Surrey,99990,en,,,,,
Male assistant broker in Essex,32090,en,,,,,
Male lithographer in Durham,92300,en,1641.0,,,,
Male collector of rates in Middlesex,32010,en,,,,,
Male retired tailor in Wiltshire,99999,en,1918.0,,,,
Male farm bailiff in Bedfordshire,61310,en,,,,,
Male brick maker in Kent,93590,en,,,,,
Male bootboy in Warwickshire,95110,en,,,,,
Female formerly a farm servant in Durham,62100,en,775.0,,,,
Male rail straightener in Glamorganshire,83200,en,1311.0,,,,
Female hubber in a cotton factory in Lancashire,75190,en,1019.0,,,,
Female farm bailiff in Shropshire,61310,en,,,,,
Male clerk in office water works in Nottinghamshire,32010,en,,,,,
Male spirit bar keeper in Northumberland,53290,en,682.0,,,,
Female tobbaconist in Staffordshire,45190,en,653.0,,,,
Male stone in Worcestershire,93990,en,1693.0,,,,
Male pheasant keeper bird in Hertfordshire,62300,en,787.0,,,,
Male butcher apprentice in Northamptonshire,78210,en,,,,,
Male retired brush maker in Kent,85990,en,1465.0,,,,
Female drawing in Cheshire,16190,en,357.0,,,,
Male watch maker in Rutland,84140,en,1368.0,,,,
Male farmers son in Gloucestershire,99999,en,1918.0,,,,
Male tripe dresser dlr provis in Middlesex (Extra London),77300,en,1117.0,,,,
Male warehouseman news agent in Lancashire,39910,en,,,,,
Male farmer work on farm agricultural labourer in Cardiganshire,61110,en,764.0,,,,
Male machinist in Staffordshire,84190,en,1378.0,,,,
Male labourer brick yard in Shropshire,93510,en,,,,,
Male handloom weaver of cotton and farmer of acre in Lancashire,61110,en,764.0,,,,
Male labourer chemical works in Lancashire,79990,en,1238.0,,,,
Female servant of scholar in London,99999,en,1918.0,,,,
Male farmer of acres in Devon,61110,en,764.0,,,,
Male retired upholsterer in Huntingdonshire,82190,en,,,,,
Male flannel fuller in Merionethshire,75190,en,1019.0,,,,
Male coachman in Lancashire,55800,en,,,,,
Female agricultural labourer in London (Parts Of Middlesex,62100,en,775.0,,,,
Male printer and dyer in Monmouthshire,92110,en,1623.0,,,,
Male brick maker in London,93590,en,,,,,
Male cotton bobbin winder in Lancashire,75190,en,1019.0,,,,
Female iron miner wife in Nottinghamshire,99999,en,1918.0,,,,
Male farmer of acres in Bedfordshire,61110,en,764.0,,,,
Female carder in cotton miller in Lancashire,75300,en,1026.0,,,,
Unknown flower painter in Surrey,16190,en,357.0,,,,
Male apprentice house furnishers cabt maker in London (Parts Of Middlesex,99600,en,,,,,
Male laborer in boatman yard builder in Cheshire,99900,en,1914.0,,,,
Male model maker at engine works in Northumberland,84100,en,1360.0,,,,
Male ladys maid domestic in Hampshire,95110,en,,,,,
Male plumber painter glazier in Sussex,87110,en,1479.0,,,,
Male visiting in London (Parts Of Middlesex,99999,en,1918.0,,,,
Male farmer of acres in Lincolnshire,61110,en,764.0,,,,
Male railway labourer in Essex,99900,en,1914.0,,,,
Female farm laborer wife in Nottinghamshire,55990,en,,,,,
Female helpers wife in Durham,55990,en,,,,,
Male retired foreman in Essex,99999,en,1918.0,,,,
Male boy in Norfolk,99999,en,1918.0,,,,
Male bookkeeper corset factory in Gloucestershire,33200,en,,,,,
Male retired general labourer in Lancashire,96210,en,,,,,
Male retired seaman in Hampshire,98320,en,1884.0,,,,
Male messenger bright porter c in London,97110,en,,,,,
Female butcher wife in Cornwall,55990,en,,,,,
Male bleacher leghorn in Bedfordshire,99999,en,1918.0,,,,
Female mistress of house in Lancashire,99999,en,1918.0,,,,
Male master engineer smith emp men boys in Wiltshire,84110,en,1362.0,,,,
Male engine tool fitter at works in Lancashire,84100,en,1360.0,,,,
Male overlooker in silk miller in Staffordshire,75010,en,,,,,
Male apprentice forge lad in Lancashire,83120,en,1307.0,,,,
Female wheelwright wife in Somerset,99999,en,1918.0,,,,
Male watch case springer in Staffordshire,84140,en,1368.0,,,,
Female hand power loom woolen in Lancashire,75120,en,1011.0,,,,
Female massager in Yorkshire East Riding,7290,en,,,,,
Female grocer draper postmaster in Yorkshire West Riding,45120,en,648.0,,,,
Female librarian in Gloucestershire,19900,en,443.0,,,,
Male overlooker in spinning worsted in Yorkshire West Riding,75010,en,,,,,
Male brass bracket maker in Warwickshire,83290,en,1317.0,,,,
Female transferer of prints at a pottery in Yorkshire West Riding,89110,en,,,,,
Male gas stokers laborer in Warwickshire,97190,en,1830.0,,,,
Female brush maker in Lancashire,89100,en,1530.0,,,,
Male farm laborer in Glamorganshire,62100,en,775.0,,,,
Male farm servant shepherd in Merionethshire,62120,en,778.0,,,,
Male examiner torpedo stores in London,24290,en,,,,,
Male timber merchant employing men in Shropshire,41190,en,,,,,
Female assistant housekeeper in Merionethshire,55100,en,694.0,,,,
Male coachmaker maker carriage in London,84230,en,1383.0,,,,
Male boy farmer of acres employing men in Norfolk,61110,en,764.0,,,,
Male farmer horse dealer acres in Durham,61110,en,764.0,,,,
Male general servant in husbandry in Leicestershire,62110,en,777.0,,,,
Male apprentice fitter engineers in Norfolk,99600,en,,,,,
Male farm acres employing labourer woman in Lincolnshire,61110,en,764.0,,,,
Male overlooker powerlooms cotton miller in Lancashire,75010,en,,,,,
Male pattern making shipping merchant in Lancashire,99999,en,1918.0,,,,
Female apprentice ropemaker in Hampshire,79520,en,1222.0,,,,
Female flour merchants wife in Merionethshire,99999,en,1918.0,,,,
Female housemaid in Somerset,95110,en,,,,,
Male retired licensed victualler in Monmouthshire,99800,en,,,,,
"Female servant dom uneployed in London (Parts Of Middlesex,",95110,en,,,,,
Male master builder employs men in Buckinghamshire,93010,en,,,,,
Female general servant at home dom in Glamorganshire,55900,en,,,,,
Male retired commissary general army in Islands In The British Seas,1110,en,3.0,,,,
Male house servant in Shropshire,95110,en,,,,,
Female domestic cook in Montgomeryshire,53100,en,670.0,,,,
Female locomotive engine drivers wife in Cheshire,98210,en,,,,,
Male boy bookseller men in London (Parts Of Middlesex,41170,en,,,,,
Male figure maker cg in Staffordshire,85990,en,1465.0,,,,
Male meat salesman in London,45190,en,653.0,,,,
Male musician in Merionethshire,17210,en,,,,,
Male pit banker in Staffordshire,71110,en,853.0,,,,
Male master coachmaker in Cheshire,84230,en,1383.0,,,,
Female head housemaid in Cheshire,95110,en,,,,,
Male erector of hydraulic machinery in London,84120,en,1364.0,,,,
Male late royal dresser in Cheshire,99999,en,1918.0,,,,
Male shipman in Hampshire,98320,en,1884.0,,,,
Female cartwright in Yorkshire North Riding,84250,en,1387.0,,,,
Female housekeeper cook servant in London,54010,en,684.0,,,,
Male assistant hasler employing in Cambridgeshire,32090,en,,,,,
Male farmer of acres employing agricultural labourer in Brecknockshire,61110,en,764.0,,,,
Male edge tool ware house man in Warwickshire,39910,en,,,,,
Male servant man inn in Lancashire,53190,en,675.0,,,,
Male formerly a publican in Leicestershire,57110,en,,,,,
Female boy farmer of acres employing in Somerset,61110,en,764.0,,,,
Male carpenter employing man in Wiltshire,81210,en,1272.0,,,,
Male assistant keeper of the gyts in London (Parts Of Middlesex,99999,en,1918.0,,,,
Male office boy in tramway messenger in Staffordshire,99999,en,1918.0,,,,
Male wine merchant wholesale in London (Parts Of Middlesex,41180,en,,,,,
Male fitters apprentice in Lincolnshire,99600,en,,,,,
Female tob in Derbyshire,99999,en,1918.0,,,,
Female clothes dealer in Worcestershire,45190,en,653.0,,,,
Male apprentice brick maker in Lancashire,93590,en,,,,,
Male lath cutter in Lancashire,81200,en,1269.0,,,,
Male farmer acres employing men in Cheshire,61110,en,764.0,,,,
Male coffee house keeper labourer in Devon,53190,en,675.0,,,,
Female to foundry striker wife in Lancashire,99999,en,1918.0,,,,
Female brick maker wife in Carnarvonshire,99999,en,1918.0,,,,
Female maker up of hose in Nottinghamshire,79990,en,1238.0,,,,
Male fellmongers labourer in Devon,81290,en,1282.0,,,,
Female lode in London (Parts Of Middlesex,99999,en,1918.0,,,,
Male farmer horseman on farm son in Lancashire,61110,en,764.0,,,,
Female tobacconist employs man in London,45190,en,653.0,,,,
Female domestic domestic servant club house in Dorset,55900,en,,,,,
Male farmer occupying acres in Surrey,61110,en,764.0,,,,
Male miner in Staffordshire,71100,en,851.0,,,,
Male farmer acres and agricultural labourer in Lancashire,61110,en,764.0,,,,
Female works at military stores in London,99999,en,1918.0,,,,
Male servant general in the household in Cornwall,55900,en,,,,,
Male student in Hertfordshire,99990,en,,,,,
Female draper emplying assist in Kent (Extra London),41120,en,,,,,
Male labourer foreman farm bailiff in Northamptonshire,61310,en,,,,,
Female formerly a tailor wife in Wiltshire,99999,en,1918.0,,,,
Male locomotive fitter cleaner in Glamorganshire,84120,en,1364.0,,,,
Female land fundholder in Norfolk,21020,en,,,,,
Male retired coachbuilder in Devon,99800,en,,,,,
Female servant dom uneployed in London (Parts Of Middlesex,99700,en,,,,,
Male ticket waiter in Yorkshire East Riding,53190,en,675.0,,,,
Male boiler tender unemployed engine driver in Lancashire,99700,en,,,,,
Male retired innkeeper in Cheshire,99800,en,,,,,
Male on setter at a coal mine in Durham,71110,en,853.0,,,,
Female of george spencer steward on board steam shipwright wife in Yorkshire East Riding,84310,en,,,,,
Female who employ men and boys in London,21110,en,457.0,,,,
Female retired midwife in Hampshire,99800,en,,,,,
Male carpenter employing sons in Leicestershire,81210,en,1272.0,,,,
Female dressmaker in Lancashire,79200,en,1198.0,,,,
Male grocer and gardener son in Staffordshire,99999,en,1918.0,,,,
Male brickmaker labourer in Staffordshire,93590,en,,,,,
Male fr son in Monmouthshire,99999,en,1918.0,,,,
Female no occ blacksmith wife in Kent (Extra London),55990,en,,,,,
Male apprentice wollen cloth weaver in Yorkshire West Riding,75120,en,1011.0,,,,
Male farm servant indoor in Montgomeryshire,62100,en,775.0,,,,
Male late coal merchant in London (Parts Of Middlesex,41200,en,,,,,
Female formerly farm servant in Kent (Extra London),62100,en,775.0,,,,
Male labourer tank work iron in London (Parts Of Middlesex,99900,en,1914.0,,,,
Female spreaders wife in Lancashire,55990,en,,,,,
Male retired army in Suffolk,1210,en,10.0,,,,
Male farmer acres in Norfolk,61110,en,764.0,,,,
Male super office of excise in Nottinghamshire,32010,en,,,,,
Female receiving allowance from friends in London,99999,en,1918.0,,,,
Male ag implement maker in Lancashire,84300,en,1389.0,,,,
Female cottagers help mate in Lincolnshire,62110,en,777.0,,,,
Male stonemason in Kent (Extra London),82100,en,,,,,
Female scutcher silk in Yorkshire West Riding,75190,en,1019.0,,,,
Male timber merchant in Norfolk,41190,en,,,,,
Female hand field in Berkshire,99999,en,1918.0,,,,
Female glove runner on in Leicestershire,81290,en,1282.0,,,,
Male farmer tones employs men boys in Surrey,61110,en,764.0,,,,
Female factory overlookers wife in Cheshire,55990,en,,,,,
Male surgeon dentist in Cornwall,6120,en,191.0,,,,
Male vocalist in Carnarvonshire,17210,en,,,,,
Male drapers apprentice in Oxfordshire,45130,en,650.0,,,,
Male student in Gloucestershire,99999,en,1918.0,,,,
Female servant formerly in Essex,55900,en,,,,,
Male lace manufacturer in Nottinghamshire,75190,en,1019.0,,,,
Male formerly a hotel servant in Lincolnshire,53190,en,675.0,,,,
Male baker at county prison in Warwickshire,77210,en,,,,,
Female operative cotton out of work in Lancashire,75190,en,1019.0,,,,
Male innkeeper in Northamptonshire,53200,en,676.0,,,,
Female general dom in Cumberland,55900,en,,,,,
Female newspaper proprietor daughter in Glamorganshire,99999,en,1918.0,,,,
Male farmer lause corporal in yeomanry in Monmouthshire,61110,en,764.0,,,,
Male brick maker employing men in Huntingdonshire,93590,en,,,,,
Male apprentice joiner in Durham,99600,en,,,,,
Male baliff in Essex,61310,en,,,,,
Female house servant in Kent,95110,en,,,,,
Male farmer of acres employing agricultural labourer in Denbighshire,61110,en,764.0,,,,
Male underclothing cutter dressmaker in London (Parts Of Middlesex,79200,en,1198.0,,,,
Male phrenologist in Lancashire,17390,en,390.0,,,,
Female farmer acres labourer in Flintshire,61110,en,764.0,,,,
Male chelsea pensioner clerk in London (Parts Of Middlesex,99800,en,,,,,
Male nail manufacture in Worcestershire,83190,en,1310.0,,,,
Female domestic servant wife in Norfolk,99999,en,1918.0,,,,
Male retired from business in Lancashire,99800,en,,,,,
Female currier daughter in Herefordshire,76200,en,1097.0,,,,
Female house hooker in Devon,99999,en,1918.0,,,,
Female beerseller in Hertfordshire,45190,en,653.0,,,,
Female coal labourer wife in Cheshire,55990,en,,,,,
Female income from annuities in Leicestershire,21020,en,,,,,
Male stonemason builder emp men boys in Cambridgeshire,82100,en,,,,,
Male agricultural labourer in Northumberland,62100,en,775.0,,,,
Male of acres of land in Lincolnshire,21020,en,,,,,
Male farmer work on farm agricultural labourer in Cardiganshire,62100,en,775.0,,,,
Male agent shipwright broker in Devon,84310,en,,,,,
Female shoringwife in London,99999,en,1918.0,,,,
Male boot shoe maker employing man in Durham,81160,en,,,,,
Male schoolmaster of workhouse in Wiltshire,13110,en,,,,,
Female freder in a woollen mile in Lancashire,75190,en,1019.0,,,,
Female lodging house keeper in Sussex,57190,en,,,,,
Female assistant in the in Lancashire,32090,en,,,,,
Female postboy office draper in Middlesex (Extra London),39300,en,595.0,,,,
Male farmer of acres employing labourer boys in Yorkshire West Riding,61110,en,764.0,,,,
Female dressmaker in Lancashire,79410,en,,,,,
Female marnell in London,99999,en,1918.0,,,,
Male boy farmer acres labourer in Devon,61110,en,764.0,,,,
Female Skinner in Suffolk,74620,en,,,,,
Male silk manufacture in Denbighshire,75190,en,1019.0,,,,
Female sewing machinist hosiery making up in Leicestershire,79420,en,1211.0,,,,
Female druggist wife in Wiltshire,7190,en,224.0,,,,
Male domestic servant in Montgomeryshire,95110,en,,,,,
Female carrier wife in London,99999,en,1918.0,,,,
Male rivetter shoe in Lincolnshire,80100,en,1240.0,,,,
Male retired stock exchange clerk in Middlesex,32010,en,,,,,
Male employer boy farmer acres in Lincolnshire,61110,en,764.0,,,,
Male machine turner eng in London (Parts Of Middlesex,84100,en,1360.0,,,,
Male retired commission agent sydney australia in Sussex,43190,en,,,,,
Male rectifier parchment maker in London (Parts Of Middlesex,78500,en,,,,,
Male cook and confectioner employing men boys woman in Hertfordshire,53100,en,670.0,,,,
Female knitster in Buckinghamshire,79420,en,1211.0,,,,
Male vicar of langford with holme in Nottinghamshire,14100,en,326.0,,,,
Male hairdresser in Somerset,56100,en,,,,,
Female apprentice milliner in Staffordshire,99600,en,,,,,
Male valet dom in Buckinghamshire,55900,en,,,,,
Male clerk to vice in London,32010,en,,,,,
Female unemployed in Cambridgeshire,99700,en,,,,,
Male unemployed coal miner in Somerset,99700,en,,,,,
Female half timer flax miller in Yorkshire West Riding,75190,en,1019.0,,,,
Male smith labourer in Lancashire,83120,en,1307.0,,,,
Female corn dealer in Devon,45190,en,653.0,,,,
Female genlservtdomestic in London (Parts Of Middlesex,55900,en,,,,,
Male upholsterer in Yorkshire East Riding,82190,en,,,,,
Male mechanic iron korer in Lancashire,84190,en,1378.0,,,,
Male coke maker ironworks in Worcestershire,71190,en,861.0,,,,
Male carpenter in Northumberland,81210,en,1272.0,,,,
Female apprentice broker in Lancashire,32090,en,,,,,
Male silk throwster in Lincolnshire,75110,en,,,,,
Male cashier common law clerk in Cheshire,33100,en,543.0,,,,
Female general domestic in Yorkshire West Riding,95110,en,,,,,
Male farmer acres in Monmouthshire,61110,en,764.0,,,,
Male vegetable seller in Worcestershire,45190,en,653.0,,,,
Female post office in Lancashire,39300,en,595.0,,,,
Male postman in Northamptonshire,38110,en,,,,,
Male retired licensed victualler in Kent (Extra London),99800,en,,,,,
Male merchant shipwright insurance broker in Hampshire,41190,en,,,,,
Male frcsengl lrcpedlsaland genl practioner in Lincolnshire,6110,en,190.0,,,,
Male officer ireland revenue in Warwickshire,32010,en,,,,,
Male bargeman owner of vessels in Cornwall,98320,en,1884.0,,,,
Male farming acres employing men and boys in Radnorshire,61110,en,764.0,,,,
